Title,Release Date,Score,Genre,Summary,Actors,Languages,Revenue,Country
The Natural,11-May-84,82.0,"Drama, Sport",A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,"Kim Basinger, Robert Duvall, Robert Redford, Glenn Close",English,"$47,951,979","Israel,Belgium,Portugal"
Under Suspicion,15-Nov-00,49.0,"Crime, Drama, Thriller",Henrys vacation in Puerto Rico becomes a nightmare when he discovers the body of a murdered 12-year-old and promptly becomes the main suspect.,"Morgan Freeman, Thomas Jane, Monica Bellucci, Gene Hackman","English, Spanish, Italian","$260,562",India
Half Past Dead,15-Nov-02,3.0,"Action, Crime, Thriller",A criminal mastermind plans to infiltrate a high-tech prison to persuade a man on death row to reveal where he hid a fortune from an unsolved heist.,"Steven Seagal, Ja Rule, Nia Peeples, Morris Chestnut",English,"$15,567,860","South Korea,Belgium,France,Portugal,Iceland,Switzerland,Japan,Spain,Israel,Greece,Sweden"
Blue Thunder,13-May-83,78.0,"Action, Crime, Drama, Sci-Fi, Thriller","While testing an experimental helicopter, a chopper pilot hijacks the craft when he learns its true purpose -- and is soon hunted through the skies.","Roy Scheider, Warren Oates, Daniel Stern, Candy Clark",English,"$42,313,354","France,Japan,Hungary,Lithuania,Romania,Iceland,Switzerland,South Korea,Hong Kong,Thailand,Czech Republic,Spain,Germany,Portugal,Poland,Singapore,Greece,Malaysia,Slovakia,Sweden,Turkey,Belgium"
The Quick and the Dead,10-Feb-95,59.0,"Action, Romance, Thriller, Western","In this offbeat Western, a lady gunslinger arrives in a frontier town seeking revenge for the murder of her sheriff father by town boss John Herod.","Sharon Stone, Leonardo DiCaprio, Russell Crowe, Gene Hackman","English, Spanish","$18,636,537","Belgium,Iceland,Australia,Sweden"
The Remains of the Day,19-Nov-93,95.0,"Drama, Romance","In this Merchant-Ivory period drama, a dutiful butler dedicates himself to tending his lords house, turning a blind eye to his Nazi sympathies.","Anthony Hopkins, Emma Thompson, Christopher Reeve, John Haycraft","English, French, German","$23,237,911","Portugal,Switzerland,Spain,Germany,Italy,India,Sweden,Turkey,South Africa,Russia"
The Squid and the Whale,16-Dec-05,92.0,"Comedy, Drama",This insightful drama looks at the crumbling marriage between a self-centered novelist -- whose career is waning -- and his up-and-coming writer wife.,"Laura Linney, Jeff Daniels, Jesse Eisenberg, Owen Kline",English,"$7,372,734","Romania,Belgium,Czech Republic,Japan,Poland,Hungary,Lithuania,France,Switzerland,United States,Canada,Slovakia,Netherlands,Italy,Israel"
The Next Karate Kid,09-Sep-94,7.0,"Action, Drama, Family, Romance, Sport","When 17-year-old Julie Pierce is mercilessly harassed by a group of neo-fascist male classmates, she turns to karate master Mr. Miyagi for help.","Hilary Swank, Constance Towers, Michael Ironside, Pat Morita",English,"$8,914,777","Romania,Poland,Hungary,Lithuania,Czech Republic,United States,Canada,Slovakia,Iceland,Netherlands"
The Professionals,04-Nov-66,88.0,"Action, Adventure, Western","A Texas millionaire hires four rugged adventurers to rescue his wife, whos been kidnapped by a notorious Mexican bandit -- or so it appears.","Woody Strode, Robert Ryan, Burt Lancaster, Lee Marvin","English, Spanish","$19,537,346","Canada,Spain,Germany,Australia,Switzerland"
Short Circuit 2,06-Jul-88,38.0,"Comedy, Drama, Family, Sci-Fi","In this sequel to the cybernetic comedy, the friendly robot -- going by the name Johnny Five -- reunites with his creator, a New York City toymaker.","Tim Blaney, Fisher Stevens, Michael McKean, Cynthia Gibb",English,"$21,630,088",Turkey
Shut In,11-Nov-16,7.0,"Drama, Horror, Mystery, Thriller",A child psychologist starts questioning her sanity in the dead of a New England winter while holed up with her paralyzed son in their isolated home.,"Oliver Platt, Naomi Watts, Jacob Tremblay, Charlie Heaton",English,"$6,900,335","France,South Africa,Italy"
conjuring 2,10-Jun-16,80.0,"Horror, Mystery, Thriller",A single mother and her four kids in London are being terrorized by evil spirits. Enter ghost hunters Ed and Lorraine Warren.,"Madison Wolfe, Vera Farmiga, Patrick Wilson, Frances O'Connor",English,"$102,470,008","South Korea,Switzerland,Brazil,Germany,Italy,Argentina,Mexico,Colombia,United States,Japan"
The Perfect Guy,11-Sep-15,18.0,Thriller,"After lobbyist Leah ends her longtime romance with marriage-phobic Dave, she falls for Carter, a charming security expert with a hidden, dark agenda.","L. Scott Caldwell, Sanaa Lathan, Morris Chestnut, Michael Ealy",English,"$57,027,435","United Kingdom,Belgium,Lithuania,Hungary,India,Hong Kong,Thailand,Czech Republic,South Africa,Australia,Poland,Singapore,Slovakia,Malaysia,Romania,Greece,Israel,Mexico,Argentina,Brazil,Colombia"
Everest,25-Sep-15,72.0,"Action, Adventure, Biography, Drama, Thriller","In 1996, rival mountaineering teams attempt to scale Mount Everest, but when a blizzard hits the summit, the climbers must fight to stay alive.","Ang Phula Sherpa, Jason Clarke, Thomas M. Wright, Martin Henderson","English, Russian","$43,482,270",United Kingdom
Paranormal Activity 4,19-Oct-12,23.0,"Horror, Mystery","Picking up five years after the bloody events of Paranormal Activity 3, its chilling successor relates a new wave of mysterious suburban horrors.","Kathryn Newton, Matt Shively, Aiden Lovekamp, Katie Featherston","English, Ukrainian","$53,885,000","France,Portugal,India,Mexico,Switzerland,Hungary,United Kingdom,Japan,Canada,Belgium,Brazil,Spain,Czech Republic,Italy,Australia,Poland,Argentina,Greece,Colombia,Romania,Germany"
The People vs. Fritz Bauer,01-Oct-15,85.0,"Biography, Drama, Thriller","After learning that Adolf Eichmann is living in Argentina, German attorney general Fritz Bauer risks treason to ensure the escaped Nazi faces justice.","Ronald Zehrfeld, Lilith Stangenberg, Burghart Klaußner, Jörg Schüttauf","German, English, Yiddish, Spanish, French","$288,483",Germany
Straight Outta Compton,14-Aug-15,89.0,"Biography, Drama, History, Music","In the mid-1980s, rap group N.W.A. bursts from the mean streets of Compton, revolutionizing hip-hop culture with its raw, provocative authenticity.","Corey Hawkins, Jason Mitchell, O'Shea Jackson Jr., Neil Brown Jr.",English,"$161,197,785",United Kingdom
Howards End,26-Feb-93,94.0,"Drama, Romance","When a husband, acting in his familys best interest, does not accept his wifes deathbed wish, providence dictates that he pay for his duplicity.","Emma Thompson, Helena Bonham Carter, Vanessa Redgrave, Joseph Bennett","English, German","$26,126,837",United States
Train to Busan,20-Jul-16,94.0,"Action, Horror, Thriller","As a zombie outbreak sweeps the country, a dad and his daughter take a harrowing train journey in an attempt to reach the only city thats still safe.","Su-an Kim, Jung Yu-mi, Gong Yoo, Ma Dong-seok","Korean, Hawaiian","$2,129,768","Japan,South Korea,France,Thailand,Brazil,Australia,Poland,Argentina,Mexico,Colombia"
Best Worst Thing That Ever Could Have Happened,09-Oct-16,95.0,Documentary,The cast and crew of the 1981 Broadway musical Merrily We Roll Along recall joy and heartbreak during the production of a surefire hit that wasnt.,"Donna Marie Asbury, Jason Alexander, David Cady, Jim Bonkosky",English,"$106,986","Israel,Singapore,Portugal,Poland,Greece,Romania,South Africa,Hungary,Czech Republic,Slovakia,Russia,Lithuania,France,Germany,Iceland,Netherlands,Sweden,Spain,India,Belgium,Switzerland,Australia,United Kingdom,Brazil,Argentina,Mexico,Canada,United States,South Korea,Hong Kong,Japan,Italy,Thailand,Turkey,Malaysia,Colombia"
Star Trek Beyond,22-Jul-16,86.0,"Action, Adventure, Sci-Fi, Thriller","After an alien seeking revenge on Starfleet destroys the Enterprise and maroons its crew on a lost planet, Capt. Kirk must prevent another attack.","Zoe Saldana, Karl Urban, Zachary Quinto, Chris Pine",English,"$158,848,340","Canada,Switzerland,France"
Blair Witch,16-Sep-16,37.0,"Horror, Mystery, Thriller","After finding footage of his long-missing sister, James Donahue heads into the woods to find her, accompanied by friends and a documentary filmmaker.","James Allen McCune, Brandon Scott, Callie Hernandez, Corbin Reid",English,"$20,777,061","Romania,Hungary,South Africa,Singapore,South Korea"
Trainwreck,17-Jul-15,84.0,"Comedy, Drama, Romance","Single professional Amy fears commitment until she meets the perfect guy. But the harder she falls, the hotter the mess.","Colin Quinn, Carla Oudin, Devin Fabry, Amy Schumer","English, Mandarin","$110,212,700","United Kingdom,Canada"
Police Academy 2: Their First Assignment,29-Mar-85,31.0,Comedy,Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment.,"David Graf, Steve Guttenberg, Michael Winslow, Bubba Smith",English,"$55,600,000","Brazil,Argentina,Sweden,Mexico,Colombia"
Naruto Shippuden: Road to Ninja,29-Aug-14,78.0,"Animation, Action, Adventure, Comedy, Fantasy",A supernatural technique sends orphaned ninja Naruto and Sakura into an alternate reality where history has changed and Narutos parents are alive.,"Emi Shinohara, Chie Nakamura, Toshiyuki Morikawa, Junko Takeuchi",Japanese,"$43,171","France,Belgium"
A Murder in the Park,26-Jun-15,76.0,"Documentary, Crime, History","This documentary excoriates a noted anti-death-penalty activist and his team, whose questionable methods got a convicted killer freed in 1999.","Jason Patrick, Joseph Alex, Dexter Hammett, Denny Castiglione",English,"$12,088","Portugal,Brazil,Spain,Argentina,Mexico,Colombia"
Keanu,29-Apr-16,78.0,"Action, Comedy, Crime","A recently dumped guy is so attached to a new kitten that when its kidnapped, he and his cousin pose as drug dealers to get him back from a gangster.","Tiffany Haddish, Keegan-Michael Key, Jordan Peele, Method Man",English,"$20,591,853",South Korea
Gods of Egypt,26-Feb-16,15.0,"Action, Adventure, Fantasy","After losing control of Egypt to dark god Set, who brings chaos to the land, sun god Horus teams up with a mortal thief to save humankind.","Courtney Eaton, Nikolaj Coster-Waldau, John Samaha, Brenton Thwaites",English,"$31,153,464","Romania,Japan,Hong Kong,Belgium,Thailand,Hungary,Brazil,Czech Republic,Netherlands,India,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Germany,Switzerland,Mexico,Colombia,Spain"
Now You See Me 2,10-Jun-16,33.0,"Action, Adventure, Comedy, Crime, Mystery, Thriller","With a new member in the fold, the Four Horsemen use their power of illusion in a heist involving a shady tycoon and revolutionary tech device.","Woody Harrelson, Dave Franco, Mark Ruffalo, Jesse Eisenberg","English, Mandarin, Cantonese","$65,075,540","Romania,Japan,South Korea,Hungary,Switzerland,Belgium,India,United Kingdom,Canada,Thailand,Netherlands,Czech Republic,Germany,Australia,Malaysia,Sweden,Spain,Mexico,Argentina,Brazil,Colombia"
"Hello, My Name Is Doris",01-Apr-16,85.0,"Comedy, Drama, Romance",An unassuming 60-year-old who takes a self-help seminar after her mothers death is inspired to be more open and pursue a decades-younger co-worker.,"Norma Michaels, Stephen Root, Sally Field, Edmund Lupinski",English,"$14,444,999","Canada,India,Belgium,Turkey"
Concussion,25-Dec-15,59.0,"Biography, Drama, Sport",This drama is based on the true story of a forensic pathologist who made a controversial link between NFL players concussions and brain disorders.,"Alec Baldwin, Will Smith, Gugu Mbatha-Raw, Albert Brooks",English,"$34,542,474","South Korea,Japan,Portugal,Hong Kong,Belgium,France,Iceland,Canada,Switzerland,Russia,Thailand,Brazil,Netherlands,Israel,Italy,Singapore,India,Argentina,Malaysia,Sweden,Mexico,Colombia"
Ricki and the Flash,07-Aug-15,65.0,"Comedy, Drama, Music","When her daughters marriage unravels, errant rocker Ricki wants to help. But her estranged kids might not welcome her back.","Rick Rosas, Joe Vitale, Meryl Streep, Rick Springfield",English,"$26,822,144","Belgium,Switzerland,Italy,Netherlands,Portugal"
The Perfect Weapon,15-Mar-91,42.0,"Action, Crime, Drama","In a dystopian future, an elite assassin shows a glimpse of his humanity and soon finds himself targeted by the totalitarian forces he once served.","John Dye, Mako, Jeff Speakman, James Hong","English, Korean","$14,061,361","Hungary,Czech Republic,Italy,Slovakia,Romania"
"Bon Cop, Bad Cop",11-Aug-06,80.0,"Action, Comedy, Crime, Thriller",This action comedy shows what happens when two cops with opposing ideologies -- an English-speaking officer from Toronto and a French-speaking one from Montreal -- are forced to work together to solve a crime.,"Michel Beaudry, Sarain Boylan, Pierre Boudreau, Patrice Bélanger","English, French","$12,665,721","Israel,Singapore,Romania,Greece,Hungary,Czech Republic,Lithuania,Iceland,India,Australia,United Kingdom,Canada,United States,South Korea,Portugal,France,Switzerland,Germany,Hong Kong,Argentina,Russia,Slovakia,Sweden,Japan,South Africa,Spain,Mexico,Italy,Thailand,Turkey,Netherlands,Belgium,Brazil,Poland,Malaysia,Colombia"
The Bodyguard,25-Nov-92,33.0,"Action, Drama, Music, Romance, Thriller",A retired security officer and martial arts master in the early stages of dementia goes on a rampage to save a young neighbor from a Russian mob.,"Kevin Costner, Bill Cobbs, Whitney Houston, Gary Kemp",English,"$122,006,740","Brazil,Argentina,Mexico,Colombia"
Independence Day: Resurgence,24-Jun-16,30.0,"Action, Adventure, Sci-Fi","When aliens return to attack Earth 20 years after their first invasion, experts race to use reverse-engineered alien technology to save the world.","Bill Pullman, Jeff Goldblum, Liam Hemsworth, Jessie T. Usher","English, Mandarin","$103,144,286","South Korea,Hong Kong,Germany,Singapore"
X-Men: Apocalypse,27-May-16,47.0,"Action, Adventure, Sci-Fi","With mutants Apocalypse and Magneto intent on mankinds destruction, Professor X and his team of young X-Men must battle for the future of humanity.","Michael Fassbender, Nicholas Hoult, Jennifer Lawrence, James McAvoy","English, Polish, German, Arabic, Egyptian (Ancient)","$155,442,489","Hong Kong,South Korea,Thailand,Singapore,Malaysia"
A Hologram for the King,28-Apr-16,70.0,"Comedy, Drama, Romance",A broke American businessman trying to sell an IT contract to Saudi Arabias king finds himself changed by an unfamiliar culture and a new romance.,"Omar Elba, Sarita Choudhury, Sidse Babett Knudsen, Tom Hanks","English, Arabic","$4,212,494","Hong Kong,South Korea,Brazil,Argentina,Mexico,Colombia,Canada"
Jason X,26-Apr-02,20.0,"Action, Horror, Sci-Fi, Thriller","In 2455 A.D., an archaeology class visits a toxic, abandoned Earth and finds two frozen bodies -- a beautiful woman and a corpse wearing an odd mask.","Lexa Doig, Kane Hodder, David Cronenberg, Jeff Geddis",English,"$13,121,555",Greece
Jimmy Vestvood: Amerikan Hero,13-May-16,83.0,Comedy,"A bumbling but well-meaning Iranian man emigrates to America with dreams of becoming a tough private eye, but he ends up being framed as a terrorist.","Sheila Vand, John Heard, Maz Jobrani, Deanna Russo",English,"$230,069",Germany
Love is in the Air,03-Apr-13,65.0,"Comedy, Romance","Toprak, who lost her baby, is hired as a wet nurse for wealthy Yusufs motherless son. Yusuf is drawn to Toprak, but also to her scheming sister.","Jonathan Cohen, Arnaud Ducret, Ludivine Sagnier, Nicolas Bedos","French, English","$8,425","Lithuania,India,Australia,United Kingdom,Canada,United States,Russia,South Africa,Hungary,Czech Republic,Slovakia,Turkey,Malaysia,Iceland,Israel"
